,Filler,Finish,Grills,Norton Misc.,Numbers,Prefinished Flooring,Sandpaper,Sandpaper-Belts,Sandpaper-Buffer,Sandpaper-Edger,Sandpaper-Screens,Stair Treads,Unfinished Flooring,Unfinished Trim
2019-05-22,2282.4640000000004,102426.13399999999,5025.451,154.53,19591.74,86347.33899999999,5526.554,4521.7480000000005,2828.899,8731.735,4487.419000000001,1971.9859999999999,117090.45900000003,15385.000000000002
2019-05-23,2245.2500000000005,100080.58,4926.342000000001,154.53,19591.74,86347.33899999999,5526.554,4412.348,2770.353,8294.053,4448.324,1971.9859999999999,117090.45900000003,15317.210000000005
2019-05-24,2245.2500000000005,100025.44800000002,4897.213,154.53,19591.74,86347.33899999999,5526.554,4412.348,2770.353,8294.053,4448.324,1971.9859999999999,117090.45900000003,15317.210000000005
2019-05-25,2173.5430000000006,98976.312,4782.932,154.53,18882.255,86347.33899999999,5526.554,4170.6179999999995,2770.353,8482.453,4448.324,1496.223,114341.13600000003,15161.945000000002
2019-05-26,2173.5430000000006,98976.312,4782.932,154.53,18882.255,86347.33899999999,5526.554,4170.6179999999995,2770.353,8482.453,4448.324,1496.223,114341.13600000003,15161.945000000002
2019-05-27,2173.5430000000006,98976.312,4782.932,154.53,18882.255,86347.33899999999,5526.554,4170.6179999999995,2770.353,8482.453,4448.324,1496.223,114341.13600000003,15161.945000000002
2019-05-28,2173.5430000000006,98976.312,4782.932,154.53,18882.255,86347.33899999999,5526.554,4170.6179999999995,2770.353,8482.453,4448.324,1496.223,114341.13600000003,15161.945000000002
2019-05-29,2173.5430000000006,98404.712,4663.996,154.53,18752.151,91492.49799999999,5526.554,4304.197999999999,2770.353,8434.453,4448.324,1496.223,114536.061,15149.778
2019-05-30,2173.5430000000006,101292.48100000001,4663.996,154.53,18752.151,90719.11899999999,5526.554,4163.581999999999,2686.853,8259.532,4448.324,1496.223,110812.972,15102.063
2019-05-31,2061.9020000000005,99475.99900000003,4663.996,154.53,18752.151,90719.11899999999,5526.554,4163.581999999999,2686.853,8259.532,4448.324,1496.223,110812.972,15094.682999999999
2019-06-01,2061.9020000000005,98886.86500000002,4598.693,154.53,18752.151,90719.11899999999,5417.354,4163.581999999999,2661.073,8259.532,4448.324,1496.223,110812.972,14921.678999999998
2019-06-02,2061.9020000000005,98886.86500000002,4598.693,154.53,18752.151,90719.11899999999,5417.354,4163.581999999999,2661.073,8259.532,4448.324,1496.223,110812.972,14921.678999999998
2019-06-03,2061.9020000000005,98886.86500000002,4598.693,154.53,18752.151,90719.11899999999,5417.354,4163.581999999999,2661.073,8259.532,4448.324,1496.223,110812.972,14921.678999999998
2019-06-04,2043.9870000000005,98734.17000000001,4517.063999999999,154.53,18404.913000000004,90719.11899999999,5417.354,4163.581999999999,2656.3349999999996,8259.532,4438.464,1496.223,110812.972,14902.015000000001
2019-06-05,2008.1560000000004,98059.18500000001,4486.9929999999995,154.53,17600.817000000003,89153.799,6079.354,4104.882,2656.3349999999996,8229.692,4438.464,1496.223,110812.972,14785.162000000002
2019-06-06,2044.5510000000004,101596.52,4705.929999999999,154.53,17551.212000000003,94894.599,6079.354,4104.882,2711.8529999999996,8255.792,4431.481,1496.223,110085.974,14785.162000000002
2019-06-07,2026.6350000000007,98826.662,4705.929999999999,154.53,17551.212000000003,94894.599,6079.354,3816.495,2711.8529999999996,7648.304999999999,4031.0409999999997,2090.735,103491.14100000002,14785.162000000002
2019-06-08,2026.6350000000007,99623.93899999998,4873.169999999999,154.53,17551.212000000003,94894.599,6079.354,3816.495,2711.8529999999996,7648.304999999999,3990.2539999999995,2090.735,103227.23100000001,14563.714000000002
2019-06-09,2026.6350000000007,99623.93899999998,4873.169999999999,154.53,17551.212000000003,94894.599,6079.354,3816.495,2711.8529999999996,7648.304999999999,3990.2539999999995,2090.735,103227.23100000001,14563.714000000002
2019-06-10,2026.6350000000007,99623.93899999998,4873.169999999999,154.53,17551.212000000003,94894.599,6079.354,3816.495,2711.8529999999996,7648.304999999999,3990.2539999999995,2090.735,103227.23100000001,14563.714000000002
2019-06-11,4361.325,99297.74699999997,4717.172,154.53,17294.917,92871.916,6016.354,3610.0150000000003,2711.8529999999996,7641.407999999999,3926.4069999999992,2090.735,103017.87100000003,14571.802000000001
2019-06-12,4303.565,98509.83499999996,4684.2789999999995,154.53,17377.593000000004,92871.916,5950.1539999999995,3126.79,2711.8529999999996,7241.389999999999,3926.4069999999992,2090.735,103017.87100000003,14533.545
2019-06-13,4246.294,97993.74799999996,4667.831999999999,154.53,16942.946000000004,92812.42499999999,5950.1539999999995,3443.74,2711.8529999999996,7560.989999999999,4178.006999999999,2090.735,102756.17100000002,14472.794
2019-06-14,4084.063,93085.56499999999,4919.371999999999,154.53,16909.876000000004,92812.42499999999,5824.6539999999995,3443.74,2623.8189999999995,7482.640999999999,4144.206999999999,2090.735,96161.338,18327.675000000007
2019-06-15,4084.063,92906.23599999998,4919.371999999999,154.53,16667.057,92812.42499999999,5824.6539999999995,3430.9529999999995,2619.4129999999996,7434.640999999999,4144.206999999999,2047.211,96161.338,17898.283000000003
2019-06-16,4084.063,92906.23599999998,4919.371999999999,154.53,16667.057,92812.42499999999,5824.6539999999995,3430.9529999999995,2619.4129999999996,7434.640999999999,4144.206999999999,2047.211,96161.338,17898.283000000003
2019-06-17,4084.063,92906.23599999998,4919.371999999999,154.53,16667.057,92812.42499999999,5824.6539999999995,3430.9529999999995,2619.4129999999996,7434.640999999999,4144.206999999999,2047.211,96161.338,17898.283000000003
2019-06-18,4084.063,90572.17299999998,4853.299,154.53,16476.903000000002,92812.42499999999,5775.354,2955.692,2548.346,7434.640999999999,4006.1489999999994,2047.211,96161.338,17644.06
2019-06-19,4084.063,88881.13099999998,4838.264,154.53,16450.881,92812.42499999999,5481.853999999999,2906.515,2460.527,7182.640999999999,3845.309999999999,2047.211,96161.338,17644.06
2019-06-20,4084.063,88247.509,4784.000999999999,154.53,16450.881,92459.252,5454.048,2765.5150000000003,2126.308,6726.552999999999,3797.1709999999994,2047.211,93351.02199999998,17594.541
2019-06-21,4084.063,90839.003,4784.000999999999,154.53,18669.071000000004,92459.252,5454.048,2565.164,2126.308,6637.552999999999,3797.1709999999994,2047.211,93351.02199999998,18589.174000000006
2019-06-22,4065.507,90381.294,4756.825,154.53,18669.071000000004,92459.252,5454.048,3937.245,2126.308,7261.034999999999,4009.4769999999994,2047.211,93351.02199999998,18589.174000000006
2019-06-23,4065.507,90381.294,4756.825,154.53,18669.071000000004,92459.252,5454.048,3937.245,2126.308,7261.034999999999,4009.4769999999994,2047.211,93351.02199999998,18589.174000000006
2019-06-24,4065.507,90381.294,4756.825,154.53,18669.071000000004,92459.252,5454.048,3937.245,2126.308,7261.034999999999,4009.4769999999994,2047.211,93351.02199999998,18589.174000000006
2019-06-25,4065.507,87340.98199999997,4756.825,154.53,18669.071000000004,92459.252,5339.137,5989.5650000000005,2570.0099999999998,8572.042,4559.777,2047.211,93351.02199999998,18545.869000000006
2019-06-26,4028.947,84812.41799999998,4756.825,154.53,18669.071000000004,92459.252,5350.259,5989.5650000000005,2570.0099999999998,8519.756,4559.777,2047.211,93298.68199999999,18516.365000000005
2019-06-27,4028.947,84307.08799999999,4723.789,154.53,18669.071000000004,91022.18299999999,5350.259,5989.5650000000005,2567.3039999999996,8519.756,4559.777,2047.211,92565.92299999997,18165.695000000003
2019-06-28,3992.494,83202.31399999998,4636.3,154.53,18685.11,88999.50099999999,5350.259,4880.557000000001,2550.828,8519.756,4303.887,2047.211,92565.92299999997,18118.109
2019-06-29,3880.8530000000005,80116.54799999998,4531.406,154.53,18659.519,88999.50099999999,5350.259,4847.755,2544.718,7890.886999999999,3935.448999999999,1964.995,82256.81099999997,17948.252
2019-06-30,3880.8530000000005,80116.54799999998,4531.406,154.53,18659.519,88999.50099999999,5350.259,4847.755,2544.718,7890.886999999999,3935.448999999999,1964.995,82256.81099999997,17948.252
2019-07-01,3880.8530000000005,80116.54799999998,4531.406,154.53,18659.519,88999.50099999999,5350.259,4847.755,2544.718,7890.886999999999,3935.448999999999,1964.995,82256.81099999997,17948.252
2019-07-02,3844.947,82432.425,4531.406,154.53,18630.735,88999.50099999999,5350.259,4847.755,2544.718,7890.886999999999,3935.4069999999992,1964.995,82256.81099999997,17902.479
2019-07-03,3844.947,81920.674,4501.335,149.379,18630.735,88999.50099999999,5350.259,5028.955,2575.8379999999997,7829.037999999999,4111.182,2963.165,80489.09699999997,17726.429999999997
2019-07-04,3844.947,84046.92600000002,4451.78,149.379,18630.735,86843.89799999999,5350.259,5088.737999999999,2550.381,7747.158999999999,5044.486000000001,2963.165,79740.34599999998,17602.142999999996
2019-07-05,3844.947,84046.92600000002,4451.78,149.379,18630.735,86843.89799999999,5350.259,5088.737999999999,2550.381,7747.158999999999,5044.486000000001,2963.165,79740.34599999998,17602.142999999996
2019-07-06,3844.947,84046.92600000002,4451.78,149.379,18630.735,86843.89799999999,5350.259,5088.737999999999,2550.381,7747.158999999999,5044.486000000001,2963.165,79740.34599999998,17602.142999999996
2019-07-07,3844.947,84046.92600000002,4451.78,149.379,18630.735,86843.89799999999,5350.259,5088.737999999999,2550.381,7747.158999999999,5044.486000000001,2963.165,79740.34599999998,17602.142999999996
2019-07-08,3844.947,84046.92600000002,4451.78,149.379,18630.735,86843.89799999999,5350.259,5088.737999999999,2550.381,7747.158999999999,5044.486000000001,2963.165,79740.34599999998,17602.142999999996
2019-07-09,3805.252,84183.89000000001,4393.522,149.379,18630.735,83732.55299999999,5339.137,5170.562999999999,2547.6749999999997,8074.872999999999,5151.886,2963.165,78628.38799999999,17446.840999999997
2019-07-10,3805.252,84114.73700000001,4343.197,149.379,18630.735,83732.55299999999,5339.137,5170.562999999999,2547.6749999999997,8074.872999999999,5151.886,2963.165,78628.38799999999,17393.719999999994
2019-07-11,3805.252,82322.217,4897.893,149.379,18630.735,82780.70199999999,6049.637000000001,5170.562999999999,2547.6749999999997,8074.872999999999,5070.483000000001,2963.165,72372.41299999999,17263.961
2019-07-12,3786.645,82115.641,4849.090999999999,149.379,18630.735,82780.70199999999,6049.637000000001,4850.461999999999,2542.9359999999997,7922.742999999999,5041.775000000001,2963.165,72372.41299999999,17183.290999999997
2019-07-13,3786.645,81938.416,4798.556,149.379,18630.735,82780.70199999999,5706.579,4850.461999999999,2386.7449999999994,7922.742999999999,5004.593000000001,2963.165,110463.67499999997,17062.780999999995
2019-07-14,3786.645,81938.416,4798.556,149.379,18630.735,82780.70199999999,5706.579,4850.461999999999,2386.7449999999994,7922.742999999999,5004.593000000001,2963.165,110463.67499999997,17062.780999999995
2019-07-15,3786.645,81938.416,4798.556,149.379,18630.735,82780.70199999999,5706.579,4850.461999999999,2386.7449999999994,7922.742999999999,5004.593000000001,2963.165,110463.67499999997,17062.780999999995
2019-07-16,3786.645,81341.985,5235.944,149.379,18630.735,82780.70199999999,5706.579,4842.322999999999,2386.7449999999994,7915.843999999999,5004.593000000001,2963.165,110463.67499999997,17052.397999999997
2019-07-17,3656.3320000000003,81084.53,5197.944,149.379,18630.735,82780.70199999999,5706.579,4842.322999999999,2386.7449999999994,7603.065999999999,5004.593000000001,2963.165,106405.60699999997,17019.744999999995
2019-07-18,3656.3320000000003,81014.901,5197.944,149.379,18630.735,82780.70199999999,5706.579,4816.806,2386.7449999999994,7603.065999999999,5004.330000000002,2963.165,106405.60699999997,17006.934999999998
2019-07-19,3619.7720000000004,79977.61899999999,5197.944,149.379,18630.735,82780.70199999999,6129.579,4797.1939999999995,2382.1029999999996,7705.230999999999,5060.130000000001,2963.165,104887.162,16868.717999999997
2019-07-20,3601.8120000000004,79462.70700000001,4931.152,149.379,18630.735,82780.70199999999,6101.773,4764.129999999999,2363.149,7615.451999999999,5060.130000000001,2963.165,90421.70400000001,16789.162999999993
2019-07-21,3601.8120000000004,79462.70700000001,4931.152,149.379,18630.735,82780.70199999999,6101.773,4764.129999999999,2363.149,7615.451999999999,5060.130000000001,2963.165,90421.70400000001,16789.162999999993
2019-07-22,3601.8120000000004,79462.70700000001,4931.152,149.379,18630.735,82780.70199999999,6101.773,4764.129999999999,2363.149,7615.451999999999,5060.130000000001,2963.165,90421.70400000001,16789.162999999993
2019-07-23,3583.859000000001,76616.36800000002,4931.152,149.379,18627.885000000002,80698.52799999999,6101.773,4702.527999999998,2363.149,7574.951999999999,5017.482000000001,2963.165,90682.65199999999,16786.064999999995
2019-07-24,3470.2640000000006,75835.24500000001,4931.152,149.379,18627.885000000002,80698.52799999999,6024.451,4672.994999999999,2363.149,7420.951999999999,5017.482000000001,2963.165,90682.65199999999,16528.983999999997
2019-07-25,3470.2640000000006,81175.87599999999,4765.958,149.379,18627.885000000002,80698.52799999999,6024.451,4576.289999999999,2481.446999999999,8740.343,5126.1320000000005,2963.165,90682.65199999999,16414.696
2019-07-26,3470.2640000000006,87447.37900000002,4702.2660000000005,149.379,18179.151,80698.52799999999,5915.251,4456.512999999999,2456.7649999999994,8525.223000000002,5003.8150000000005,2963.165,90160.542,16357.876999999997
2019-07-27,3433.704000000001,86810.48,4702.2660000000005,149.379,18168.709,80698.52799999999,5915.251,4323.359,2451.9379999999996,8277.972000000002,5003.8150000000005,2963.165,82668.42899999999,16238.170999999998
2019-07-28,3433.704000000001,86810.48,4702.2660000000005,149.379,18168.709,80698.52799999999,5915.251,4323.359,2451.9379999999996,8277.972000000002,5003.8150000000005,2963.165,82668.42899999999,16238.170999999998
2019-07-29,3433.704000000001,86810.48,4702.2660000000005,149.379,18168.709,80698.52799999999,5915.251,4323.359,2451.9379999999996,8277.972000000002,5003.8150000000005,2963.165,82668.42899999999,16238.170999999998
2019-07-30,3128.4470000000006,87111.266,4617.1269999999995,149.379,18168.709,78173.81799999998,5915.251,4155.662,2451.9379999999996,8894.472000000002,5075.476000000001,2963.165,76461.602,16008.969999999998
2019-07-31,3109.8910000000005,87111.266,4600.899,149.379,18168.709,78173.81799999998,5915.251,4066.799000000001,2451.9379999999996,8847.972000000002,5075.476000000001,2963.165,121857.93999999999,15919.200999999997
2019-08-01,3055.021,81883.213,4450.804999999999,149.379,18147.1,78173.81799999998,5915.251,4245.076999999999,2448.0869999999995,9223.472000000002,4999.606000000001,2963.165,116264.29899999998,15750.042
2019-08-02,3055.021,81157.327,4718.176,149.379,18040.704999999998,78173.81799999998,5915.251,4231.851,2448.0869999999995,9153.584,4961.5740000000005,2963.165,115606.0,15747.671999999997
2019-08-03,3055.021,80604.929,4925.6759999999995,149.379,18040.704999999998,78173.81799999998,5915.251,4234.436,2361.1069999999995,7911.769,4965.841,2963.165,111215.187,15720.704999999996
