,Filler,Finish,Grills,Norton Misc.,Numbers,Prefinished Flooring,Sandpaper,Sandpaper-Belts,Sandpaper-Buffer,Sandpaper-Edger,Sandpaper-Screens,Stair Treads,Unfinished Flooring,Unfinished Trim
2019-01-15,3515.23,111429.432,5051.819,175.134,24563.502999999997,26036.698000000004,6023.781,5752.596999999999,3646.9740000000006,10032.707,6319.628,2514.5069999999996,85306.581,16544.189
2019-01-16,3386.438,108392.10100000001,5051.819,175.134,24099.556999999997,26036.698000000004,6023.781,5752.596999999999,3642.3530000000005,9766.814,6005.079999999999,2514.5069999999996,85306.581,16374.103999999998
2019-01-17,3333.3,108337.17900000002,5035.637000000001,175.134,24099.556999999997,52089.25400000001,6023.781,5752.596999999999,3642.3530000000005,9766.814,6005.079999999999,2514.5069999999996,84980.89400000001,16366.732999999995
2019-01-18,3333.3,112660.79,5035.637000000001,175.134,24099.556999999997,51623.41100000001,6023.781,5752.596999999999,3559.7450000000003,9724.825,6005.079999999999,2514.5069999999996,75886.406,16070.329999999996
2019-01-19,3185.723,112344.63999999998,5035.637000000001,175.134,24013.843999999997,51556.848000000005,6023.781,5605.333999999999,3534.2910000000006,9657.962000000001,6005.079999999999,2514.5069999999996,75696.082,16010.911999999997
2019-01-20,3185.723,112344.63999999998,5035.637000000001,175.134,24013.843999999997,51556.848000000005,6023.781,5605.333999999999,3534.2910000000006,9657.962000000001,6005.079999999999,2514.5069999999996,75696.082,16010.911999999997
2019-01-21,3185.723,112344.63999999998,5035.637000000001,175.134,24013.843999999997,51556.848000000005,6023.781,5605.333999999999,3534.2910000000006,9657.962000000001,6005.079999999999,2514.5069999999996,75696.082,16010.911999999997
2019-01-22,3185.723,112344.63999999998,5035.637000000001,169.983,24013.843999999997,51556.848000000005,6023.781,5605.333999999999,3452.262,9657.962000000001,6005.079999999999,2514.5069999999996,75696.082,15998.089
2019-01-23,3185.723,112303.06,5035.637000000001,169.983,23863.093999999997,51490.285,6023.781,5561.084999999999,3452.262,9484.962000000001,6005.079999999999,2514.5069999999996,75696.082,15985.517
2019-01-24,3185.723,108407.75300000001,4944.808000000001,169.983,23250.505999999998,77186.075,5967.880999999999,5505.404999999999,3439.355,9481.169,5967.766999999999,2514.5069999999996,75696.082,15902.150999999998
2019-01-25,3167.586,108068.054,4923.963000000001,169.983,23250.505999999998,77186.075,5908.580999999999,5505.404999999999,3439.355,9439.169,5967.766999999999,2073.066,75696.082,15869.599999999997
2019-01-26,3092.691,104625.07199999999,4923.963000000001,169.983,23250.505999999998,76825.603,5908.580999999999,5595.021999999999,3905.494,9485.217,6230.748999999999,2073.066,73363.09199999999,15821.049999999997
2019-01-27,3092.691,104625.07199999999,4923.963000000001,169.983,23250.505999999998,76825.603,5908.580999999999,5595.021999999999,3905.494,9485.217,6230.748999999999,2073.066,73363.09199999999,15821.049999999997
2019-01-28,3092.691,104625.07199999999,4923.963000000001,169.983,23250.505999999998,76825.603,5908.580999999999,5595.021999999999,3905.494,9485.217,6230.748999999999,2073.066,73363.09199999999,15821.049999999997
2019-01-29,3075.4809999999998,104329.27299999999,4823.651000000001,169.983,23229.593999999997,76825.603,5908.580999999999,5528.019999999999,3905.494,9485.217,6230.748999999999,2073.066,117052.532,15808.226999999997
2019-01-30,3023.006,101512.23799999998,4738.217000000001,169.983,23229.593999999997,76825.603,5908.580999999999,5510.320999999998,4114.4839999999995,9485.343,6156.0019999999995,2073.066,117052.532,15665.846999999994
2019-01-31,3023.006,100784.92399999998,4606.401000000001,169.983,23229.593999999997,75028.41,6424.580999999999,5523.562999999998,4115.247,9487.482000000002,6469.792,2073.066,117052.532,15664.882999999996
2019-02-01,2557.474,98615.80799999999,4557.774,169.983,23229.593999999997,75028.41,6424.580999999999,5469.2069999999985,4112.546,9463.682,6469.792,2073.066,110780.244,15646.162999999997
2019-02-02,2521.626,100809.67299999998,4416.461000000001,169.983,23229.593999999997,75028.41,6424.580999999999,5469.2069999999985,4112.546,9463.682,6469.792,2073.066,109385.101,15626.654999999997
2019-02-03,2521.626,100809.67299999998,4416.461000000001,169.983,23229.593999999997,75028.41,6424.580999999999,5469.2069999999985,4112.546,9463.682,6469.792,2073.066,109385.101,15626.654999999997
2019-02-04,2521.626,100809.67299999998,4416.461000000001,169.983,23229.593999999997,75028.41,6424.580999999999,5469.2069999999985,4112.546,9463.682,6469.792,2073.066,109385.101,15626.654999999997
2019-02-05,2503.9930000000004,100649.34699999998,4146.539000000001,169.983,22652.498,74459.051,6424.580999999999,5531.029999999999,4099.794,10811.182000000003,6529.459,2073.066,104915.015,15113.936999999996
2019-02-06,2503.9930000000004,100618.381,4238.3060000000005,169.983,22652.498,74459.051,6424.580999999999,5487.155999999999,4099.794,10811.213000000002,6529.459,2073.066,104915.015,14984.331999999995
2019-02-07,2503.9930000000004,100568.65699999999,4223.008,169.983,22652.498,71549.811,6424.580999999999,5475.075999999999,4099.794,10811.213000000002,6529.459,2073.066,95999.08,14952.031999999996
2019-02-08,2486.28,99845.59599999998,4206.826000000001,169.983,21951.766,74559.591,6424.580999999999,5462.392999999999,4074.351,10811.213000000002,6529.459,2073.066,95999.08,14901.147999999996
2019-02-09,3858.7930000000006,105967.29299999998,4174.4619999999995,169.983,21872.268,74559.591,6391.213999999999,5462.392999999999,4074.351,10781.751000000002,6234.650999999999,2073.066,95999.08,14769.511999999997
2019-02-10,3858.7930000000006,105967.29299999998,4174.4619999999995,169.983,21872.268,74559.591,6391.213999999999,5462.392999999999,4074.351,10781.751000000002,6234.650999999999,2073.066,95999.08,14769.511999999997
2019-02-11,3858.7930000000006,105967.29299999998,4174.4619999999995,169.983,21872.268,74559.591,6391.213999999999,5462.392999999999,4074.351,10781.751000000002,6234.650999999999,2073.066,95999.08,14769.511999999997
2019-02-12,3858.7930000000006,105695.60699999997,4174.4619999999995,169.983,22939.597,74505.997,6391.213999999999,5432.192999999999,4074.351,10616.277,6126.322999999999,2073.066,95999.08,17351.610999999997
2019-02-13,3823.3950000000004,104495.17299999998,4174.4619999999995,169.983,22844.234,74505.997,6391.213999999999,5432.192999999999,4074.351,10563.901000000002,5947.6810000000005,2073.066,95999.08,17319.832999999995
2019-02-14,3823.3950000000004,103990.50699999998,4032.0590000000007,169.983,22395.108,74505.997,6216.114,5432.192999999999,3889.2910000000006,10563.901000000002,5947.6810000000005,2032.935,95999.08,17223.908999999996
2019-02-15,3657.4360000000006,105002.90599999997,3900.976,169.983,22395.108,74569.25899999999,6216.114,5432.192999999999,3889.2910000000006,10563.901000000002,5947.6810000000005,2032.935,91553.23100000001,17223.908999999996
