,,Adhesives,Applicators,Fasteners,Filler,Finish,Grills,Lagler Parts,Norton Misc.,Numbers,Parts,Prefinished Flooring,Prefinished Trim,Sandpaper,Sandpaper-Belts,Sandpaper-Buffer,Sandpaper-Edger,Sandpaper-Rolls,Sandpaper-Screens,Stair Treads,Tools,Underlayment,Unfinished Flooring,Unfinished Trim,WPC,Wickham Miscellaneous
2019-01-12,8163.914,2945.307,3645.389,12827.529999999999,5250.087000000001,136132.74400000006,10872.754,2041.6499999999999,321.045,28854.708,5136.621000000001,303900.93100000004,9449.466999999999,8747.081,11579.362999999998,5263.310999999998,19785.22800000001,3320.738,10610.484000000002,6028.347000000001,6635.319,13813.564999999999,116500.728,21891.424000000003,56065.035000000025,3731.1109999999985
2019-01-13,8163.914,2945.307,3645.389,12827.529999999999,5250.087000000001,136132.74400000006,10872.754,2041.6499999999999,321.045,28854.708,5136.621000000001,303900.93100000004,9449.466999999999,8747.081,11579.362999999998,5263.310999999998,19785.22800000001,3320.738,10610.484000000002,6028.347000000001,6635.319,13813.564999999999,116500.728,21891.424000000003,56065.035000000025,3731.1109999999985
2019-01-14,8163.914,2945.307,3645.389,12827.529999999999,5250.087000000001,136132.74400000006,10872.754,2041.6499999999999,321.045,28854.708,5136.621000000001,303900.93100000004,9449.466999999999,8747.081,11579.362999999998,5263.310999999998,19785.22800000001,3320.738,10610.484000000002,6028.347000000001,6635.319,13813.564999999999,116500.728,21891.424000000003,56065.035000000025,3731.1109999999985
2019-01-15,8129.429,2945.307,3642.579,12827.529999999999,5229.404,135533.12200000003,10884.493,2041.6499999999999,315.894,28261.557999999997,5135.271000000001,296637.4809999999,9615.067,8697.780999999999,11579.362999999998,5263.310999999998,19441.728000000006,3320.738,10610.484000000002,6028.347000000001,6635.319,13798.758,118747.22300000001,21758.488999999998,56081.635000000024,3731.1109999999985
2019-01-16,8094.944,2696.192,3631.091,12827.529999999999,5100.612,132187.88200000004,10992.673,2041.6499999999999,315.894,27797.612,5135.271000000001,296943.6329999999,9615.067,8697.780999999999,11579.362999999998,5258.689999999998,19175.835000000003,3320.738,10295.936000000002,6028.347000000001,6635.319,13798.758,120964.773,21588.404,56081.635000000024,3731.1109999999985
2019-01-17,8094.944,2696.192,3631.091,12827.529999999999,5047.474,132121.53800000003,10976.491000000002,2041.6499999999999,315.894,27797.612,5135.271000000001,336188.97900000005,9615.067,8697.780999999999,11579.362999999998,5258.689999999998,19175.835000000003,3320.738,10295.936000000002,6028.347000000001,6635.319,13760.891,128551.86599999998,21581.033,56081.635000000024,3731.1109999999985
2019-01-18,8094.944,2696.192,3621.914,12794.439999999999,5047.474,136438.04900000006,10976.491000000002,2041.6499999999999,315.894,27797.612,5135.271000000001,335119.286,9615.067,8697.780999999999,11410.829999999998,5176.081999999998,19133.846,3320.738,10295.936000000002,6028.347000000001,6635.319,13720.84,119457.37799999997,21284.629999999997,51673.45600000003,3682.650999999999
2019-01-19,8094.944,2696.192,3584.1140000000005,12794.439999999999,4899.897,136121.8990000001,10914.891000000001,2041.6499999999999,315.894,27711.898999999998,5135.271000000001,333148.793,9449.466999999999,8697.780999999999,11263.567,5150.627999999998,19013.906000000003,3320.738,10295.936000000002,6028.347000000001,6436.108,13437.095999999998,119678.82399999996,21225.212,49796.13600000003,3682.650999999999
2019-01-20,8094.944,2696.192,3584.1140000000005,12794.439999999999,4899.897,136121.8990000001,10914.891000000001,2041.6499999999999,315.894,27711.898999999998,5135.271000000001,333148.793,9449.466999999999,8697.780999999999,11263.567,5150.627999999998,19013.906000000003,3320.738,10295.936000000002,6028.347000000001,6436.108,13437.095999999998,119678.82399999996,21225.212,49796.13600000003,3682.650999999999
2019-01-21,8094.944,2696.192,3584.1140000000005,12794.439999999999,4899.897,136121.8990000001,10914.891000000001,2041.6499999999999,315.894,27711.898999999998,5135.271000000001,333148.793,9449.466999999999,8697.780999999999,11263.567,5150.627999999998,19013.906000000003,3320.738,10295.936000000002,6028.347000000001,6436.108,13437.095999999998,119678.82399999996,21225.212,49796.13600000003,3682.650999999999
2019-01-22,7967.044000000001,2696.192,3576.5990000000006,12794.439999999999,4899.897,136121.8990000001,10963.641000000001,2041.6499999999999,310.743,27711.898999999998,5135.271000000001,333148.793,9449.466999999999,8697.780999999999,11263.567,5068.598999999997,19013.906000000003,3320.738,10295.936000000002,5438.347000000001,6300.988,13437.095999999998,118779.31899999997,21212.389,49796.13600000003,3682.650999999999
2019-01-23,7967.044000000001,2696.192,3576.5990000000006,12794.439999999999,4871.457,136080.3190000001,11259.621000000001,2041.6499999999999,310.743,27561.148999999998,5135.271000000001,327217.27300000004,9449.466999999999,8593.780999999999,11224.08,5068.598999999997,18840.906000000003,3320.738,10295.936000000002,5438.347000000001,6300.988,13377.866999999998,118779.31899999997,21199.817,48641.17100000002,3682.650999999999
2019-01-24,7967.044000000001,2696.192,3562.290000000001,11968.989999999998,4871.457,132185.01200000005,11168.792000000001,1945.1399999999999,310.743,26948.561,5028.283,380855.5130000002,9765.367,8537.881,11168.4,5055.691999999998,18817.713,3156.728,10258.623000000001,5438.347000000001,6300.988,13229.795999999998,118779.31899999997,21116.451,48641.17100000002,3364.5609999999992
2019-01-25,7967.044000000001,2688.192,3562.290000000001,11968.989999999998,4853.320000000001,131845.31300000002,11147.947000000002,1945.1399999999999,310.743,26948.561,5017.933000000001,370072.2560000002,9813.407,8478.580999999998,11168.4,5055.691999999998,18775.713000000003,3156.728,10258.623000000001,4842.186000000001,6267.2080000000005,13200.181999999999,118779.31899999997,21083.9,48624.95100000002,3364.5609999999992
